trial,task_size,local_time,edge_total_time,access_time,key_time,task_time
15,4,0.02989600000000081,0.01496329999999979,0.0002657999999993166,2.2299999999475517e-05,0.014675200000000999
15,8,0.06213709999999928,0.030751599999998547,0.00025939999999913255,2.3399999999895726e-05,0.03046879999999952
15,16,0.10925139999999978,0.06080030000000036,0.00026629999999983056,2.320000000111122e-05,0.06051079999999942
15,32,0.20132329999999854,0.10873489999999997,0.00025809999999992783,2.2899999999381748e-05,0.10845390000000066
16,2,0.01555160000000022,0.014997599999999167,0.00027790000000038617,2.250000000003638e-05,0.014697199999998745
16,4,0.030710199999999688,0.014530399999999943,0.00026919999999996946,2.2799999999989495e-05,0.014238399999999984
16,8,0.062210500000000835,0.030245100000000136,0.0002628000000015618,2.2899999999381748e-05,0.029959399999999192
16,16,0.10839129999999919,0.061033799999998806,0.0003159999999997609,2.190000000013015e-05,0.060695899999998915
16,32,0.1993514999999988,0.10858640000000008,0.00026530000000057896,2.309999999994261e-05,0.10829799999999956
17,2,0.014782100000001464,0.01567760000000007,0.0002493999999995111,2.079999999970994e-05,0.015407400000000848
17,4,0.030123700000000753,0.014789300000000338,0.00024950000000067973,2.19999999995224e-05,0.014517800000000136
17,8,0.06233030000000106,0.03181140000000049,0.00025109999999983756,2.210000000069101e-05,0.03153819999999996
17,16,0.10797799999999924,0.061547700000000205,0.00026130000000001985,2.0700000000317686e-05,0.06126569999999987
17,32,0.2010740999999996,0.10754739999999963,0.00025869999999983406,2.2700000000597242e-05,0.1072659999999992
18,2,0.015125499999999903,0.01465430000000012,0.00026279999999978543,2.250000000003638e-05,0.014369000000000298
18,4,0.030877099999999658,0.015171399999999835,0.0002554000000003498,2.2099999998914654e-05,0.01489390000000057
18,8,0.060142700000000104,0.030048400000000086,0.0002713999999990335,2.3800000001017452e-05,0.029753200000000035
18,16,0.1078872999999998,0.06176669999999973,0.00026470000000067273,2.2700000000597242e-05,0.06147929999999846
18,32,0.20071390000000022,0.1076637999999992,0.00026130000000001985,2.309999999994261e-05,0.10737939999999924
19,2,0.01509339999999959,0.014712900000001028,0.00027069999999973504,2.3699999999848842e-05,0.014418500000001444
19,4,0.030971400000000315,0.014870600000000067,0.00026809999999954925,2.190000000013015e-05,0.014580600000000388
19,8,0.06243609999999933,0.031149199999999766,0.00025839999999988095,2.309999999994261e-05,0.030867699999999942
19,16,0.10773119999999992,0.059908699999997594,0.00028539999999921406,2.309999999994261e-05,0.05960019999999844
19,32,0.20217809999999758,0.10775860000000037,0.00026430000000132736,2.250000000003638e-05,0.10747179999999901
